transaction_id,timestamp,amount,currency
tx100039,2024-02-02T21:45:00+00:00,651.53,USD
tx100040,2024-03-25T11:58:00+00:00,1598.70,USD
tx100041,2024-04-01T12:11:00+00:00,235.38,USD
tx100042,2024-04-07T19:43:00+00:00,4550.39,JPY
tx100043,2024-02-01T14:45:00+00:00,2063.49,AUD
tx100044,2024-02-08T02:02:00+00:00,2088.86,GBP
tx100045,2024-04-28T03:58:00+00:00,3174.95,EUR
tx100046,2024-03-11T02:56:00+00:00,3015.02,CAD
tx100047,2024-01-31T08:20:00+00:00,628.86,GBP
tx100048,2024-03-10T01:02:00+00:00,4684.35,EUR
tx100049,2024-01-05T23:56:00+00:00,4360.54,EUR
tx100050,2024-01-13T13:58:00+00:00,9.10,USD
tx100051,2024-03-07T08:41:00+00:00,3351.37,USD
tx100052,2024-04-14T05:33:00+00:00,2259.80,USD
tx100053,2024-04-03T05:11:00+00:00,2614.03,USD
tx100054,2024-03-14T05:31:00+00:00,4832.57,JPY
tx100055,2024-04-25T10:23:00+00:00,1423.17,GBP
tx100056,2024-03-26T16:13:00+00:00,1188.31,JPY
tx100057,2024-03-04T10:14:00+00:00,1057.00,CAD
tx100058,2024-01-08T21:01:00+00:00,661.81,JPY
tx100059,2024-03-21T11:59:00+00:00,2019.56,AUD
tx100060,2024-03-03T14:04:00+00:00,2632.66,JPY
tx100061,2024-02-16T23:52:00+00:00,4819.75,JPY
tx100062,2024-01-19T18:23:00+00:00,4396.53,EUR
tx100063,2024-02-08T22:33:00+00:00,101.60,JPY
tx100064,2024-01-03T03:05:00+00:00,4603.99,AUD
tx100065,2024-04-19T12:05:00+00:00,4614.28,GBP
tx100066,2024-04-02T15:27:00+00:00,2883.45,EUR
tx100067,2024-02-29T09:26:00+00:00,2142.47,CAD
tx100068,2024-02-10T07:59:00+00:00,1981.89,JPY
tx100069,2024-03-31T13:34:00+00:00,685.70,CAD
tx100070,2024-03-15T15:09:00+00:00,4559.87,USD
tx100071,2024-02-03T22:47:00+00:00,2698.37,JPY
tx100072,2024-03-20T03:44:00+00:00,3921.21,USD
tx100073,2024-03-11T22:53:00+00:00,4339.39,USD
tx100074,2024-01-19T16:56:00+00:00,4386.86,AUD
tx100075,2024-01-01T03:13:00+00:00,1566.48,CAD
tx100076,2024-02-07T13:42:00+00:00,1619.27,GBP
tx100077,2024-04-19T17:17:00+00:00,583.94,EUR
tx100078,2024-01-07T08:39:00+00:00,583.48,USD
tx100079,2024-02-02T08:14:00+00:00,665.62,EUR
tx100080,2024-02-10T07:37:00+00:00,2420.72,AUD
tx100081,2024-03-18T04:48:00+00:00,980.70,USD
tx100082,2024-02-16T13:05:00+00:00,1840.19,EUR
tx100083,2024-01-15T13:25:00+00:00,3569.54,CAD
tx100084,2024-04-04T13:39:00+00:00,2208.88,CAD
tx100085,2024-01-12T02:25:00+00:00,4049.83,EUR
tx100086,2024-03-27T15:08:00+00:00,4900.86,EUR
tx100087,2024-04-02T05:40:00+00:00,2180.09,USD
tx100088,2024-04-10T11:19:00+00:00,2010.13,AUD
tx100089,2024-01-30T20:42:00+00:00,240.26,AUD
tx100090,2024-02-26T02:46:00+00:00,1423.45,USD
tx100091,2024-03-05T07:33:00+00:00,19.39,USD
tx100092,2024-02-10T09:27:00+00:00,3446.63,AUD
tx100093,2024-02-16T12:48:00+00:00,3334.52,USD
tx100094,2024-02-22T02:09:00+00:00,4149.69,EUR
tx100095,2024-04-06T01:14:00+00:00,2908.13,GBP
tx100096,2024-04-23T09:05:00+00:00,3794.18,EUR
tx100097,2024-01-22T10:24:00+00:00,3484.68,EUR
tx100098,2024-04-20T05:01:00+00:00,258.72,USD
tx100099,2024-03-10T14:10:00+00:00,3354.36,GBP
tx100100,2024-03-29T09:15:00+00:00,232.23,CAD
tx100101,2024-01-07T14:19:00+00:00,1173.70,CAD
tx100102,2024-04-26T11:32:00+00:00,2704.39,EUR
tx100103,2024-01-19T13:35:00+00:00,859.82,EUR
tx100104,2024-04-09T10:27:00+00:00,3855.96,USD
tx100105,2024-02-07T18:17:00+00:00,2575.55,USD
tx100106,2024-02-09T16:42:00+00:00,3887.51,GBP
tx100107,2024-04-13T15:20:00+00:00,378.86,CAD
tx100108,2024-04-19T17:18:00+00:00,4993.00,GBP
tx100109,2024-03-09T10:16:00+00:00,4938.38,EUR
tx100110,2024-03-25T16:44:00+00:00,1661.01,AUD
tx100111,2024-03-28T22:53:00+00:00,4204.23,EUR
tx100112,2024-02-21T13:14:00+00:00,3205.26,GBP
tx100113,2024-01-29T13:13:00+00:00,3933.00,GBP
tx100114,2024-04-02T13:48:00+00:00,978.18,JPY
tx100115,2024-01-19T02:28:00+00:00,1580.12,EUR
tx100116,2024-04-10T20:19:00+00:00,2917.13,USD
tx100117,2024-02-09T23:30:00+00:00,675.02,USD
tx100118,2024-04-09T21:13:00+00:00,3179.75,AUD
tx100119,2024-01-15T12:31:00+00:00,2585.78,USD
tx100120,2024-01-28T12:14:00+00:00,3908.56,JPY
tx100121,2024-01-03T07:36:00+00:00,2834.26,AUD
tx100122,2024-01-24T16:49:00+00:00,1824.26,JPY
tx100123,2024-02-06T12:55:00+00:00,2587.18,JPY
tx100124,2024-01-15T19:46:00+00:00,3637.01,EUR
tx100125,2024-03-20T03:47:00+00:00,1851.11,AUD
tx100126,2024-01-08T16:19:00+00:00,4436.08,EUR
tx100127,2024-03-03T08:24:00+00:00,1222.13,USD
tx100128,2024-02-13T08:23:00+00:00,453.16,AUD
tx100129,2024-01-29T06:21:00+00:00,4361.95,USD
tx100130,2024-02-26T13:50:00+00:00,4425.04,EUR
tx100131,2024-03-26T05:25:00+00:00,2313.53,EUR
tx100132,2024-02-12T05:46:00+00:00,4179.18,EUR
tx100133,2024-03-10T22:26:00+00:00,1429.25,CAD
tx100134,2024-01-12T10:27:00+00:00,4586.50,USD
tx100135,2024-03-04T23:49:00+00:00,745.15,AUD
tx100136,2024-03-08T03:48:00+00:00,1859.79,JPY
tx100137,2024-04-29T19:24:00+00:00,2478.78,JPY
tx100138,2024-01-22T11:09:00+00:00,4134.97,GBP
tx100139,2024-01-05T13:11:00+00:00,2297.59,CAD
tx100140,2024-03-10T10:01:00+00:00,4094.00,AUD
tx100141,2024-02-06T10:06:00+00:00,1580.88,AUD
tx100142,2024-02-27T06:00:00+00:00,826.62,JPY
tx100143,2024-01-01T08:06:00+00:00,1482.30,CAD
tx100144,2024-03-16T03:47:00+00:00,2948.34,CAD
tx100145,2024-01-28T00:35:00+00:00,1101.80,CAD
tx100146,2024-03-08T02:00:00+00:00,3452.04,GBP
tx100147,2024-02-11T18:40:00+00:00,4913.00,USD
tx100148,2024-02-27T09:37:00+00:00,3705.76,GBP
tx100149,2024-04-20T13:43:00+00:00,2730.32,USD
tx100150,2024-03-24T22:22:00+00:00,924.87,JPY
tx100151,2024-02-05T13:42:00+00:00,4418.31,USD
tx100152,2024-03-20T16:06:00+00:00,668.81,CAD
tx100153,2024-01-02T18:20:00+00:00,2956.37,EUR
tx100154,2024-03-16T12:39:00+00:00,1293.08,CAD
tx100155,2024-01-14T18:34:00+00:00,132.01,CAD
tx100156,2024-04-05T11:08:00+00:00,402.08,AUD
tx100157,2024-04-15T06:06:00+00:00,3823.30,JPY
tx100158,2024-03-05T17:22:00+00:00,3096.98,AUD
tx100159,2024-02-16T21:25:00+00:00,4450.55,GBP
tx100160,2024-02-04T20:23:00+00:00,856.83,EUR
tx100161,2024-04-05T15:58:00+00:00,317.71,CAD
tx100162,2024-02-27T02:03:00+00:00,2004.03,USD
tx100163,2024-04-14T16:21:00+00:00,1025.74,GBP
tx100164,2024-03-12T01:12:00+00:00,3436.78,JPY
tx100165,2024-04-24T12:54:00+00:00,3028.29,GBP
tx100166,2024-02-25T08:47:00+00:00,3464.33,JPY
tx100167,2024-03-08T15:07:00+00:00,685.65,EUR
tx100168,2024-03-20T19:11:00+00:00,4568.13,GBP
tx100169,2024-02-29T11:24:00+00:00,2884.41,GBP
tx100170,2024-02-18T12:28:00+00:00,4141.05,AUD
tx100171,2024-02-04T13:11:00+00:00,3727.34,JPY
tx100172,2024-02-22T09:52:00+00:00,2963.04,CAD
tx100173,2024-04-25T23:54:00+00:00,3604.88,JPY
tx100174,2024-02-21T08:48:00+00:00,4795.52,JPY
tx100175,2024-04-26T04:05:00+00:00,2713.71,EUR
tx100176,2024-02-12T11:26:00+00:00,3928.97,JPY
tx100177,2024-02-03T19:00:00+00:00,1043.49,CAD
tx100178,2024-04-05T14:19:00+00:00,38.69,EUR
tx100179,2024-02-24T12:35:00+00:00,4938.95,JPY
tx100180,2024-04-26T11:33:00+00:00,102.42,EUR
tx100181,2024-01-27T22:25:00+00:00,4692.35,AUD
tx100182,2024-03-08T05:12:00+00:00,1170.39,USD
tx100183,2024-04-16T07:11:00+00:00,3238.16,USD
tx100184,2024-04-13T14:25:00+00:00,4830.98,EUR
tx100185,2024-02-13T19:18:00+00:00,4833.04,JPY
tx100186,2024-03-04T06:22:00+00:00,1371.26,AUD
tx100187,2024-01-29T07:31:00+00:00,3251.64,GBP
tx100188,2024-02-18T00:20:00+00:00,3126.76,CAD
tx100189,2024-04-16T02:42:00+00:00,1192.60,GBP
tx100190,2024-02-16T10:06:00+00:00,3491.11,JPY
tx100191,2024-04-22T16:34:00+00:00,3770.80,CAD
tx100192,2024-01-02T02:50:00+00:00,3235.44,USD
tx100193,2024-02-23T19:16:00+00:00,1207.57,AUD
tx100194,2024-03-21T08:32:00+00:00,1688.44,JPY
tx100195,2024-03-31T01:14:00+00:00,2338.67,EUR
tx100196,2024-03-06T07:45:00+00:00,3783.09,EUR
tx100197,2024-01-19T10:31:00+00:00,4526.15,JPY
tx100198,2024-01-09T11:25:00+00:00,3501.43,USD
tx100199,2024-04-17T16:00:00+00:00,1551.39,JPY
tx100200,2024-04-01T06:24:00+00:00,4064.21,USD
tx100201,2024-03-25T13:58:00+00:00,1656.49,JPY
tx100202,2024-04-13T11:00:00+00:00,4234.56,AUD
tx100203,2024-04-03T19:18:00+00:00,873.84,EUR
tx100204,2024-04-12T23:06:00+00:00,223.47,USD
tx100205,2024-02-10T03:53:00+00:00,4970.08,CAD
tx100206,2024-01-10T13:52:00+00:00,3732.61,AUD
tx100207,2024-02-10T01:52:00+00:00,3461.60,JPY
tx100208,2024-04-11T23:47:00+00:00,4502.99,EUR
tx100209,2024-01-26T17:40:00+00:00,150.64,EUR
tx100210,2024-02-09T02:34:00+00:00,517.51,GBP
tx100211,2024-03-17T02:05:00+00:00,3039.84,JPY
tx100212,2024-01-04T15:39:00+00:00,1974.82,JPY
tx100213,2024-02-07T18:34:00+00:00,1993.51,CAD
tx100214,2024-01-17T07:00:00+00:00,1983.72,CAD
tx100215,2024-02-23T11:49:00+00:00,560.40,USD
tx100216,2024-03-11T12:00:00+00:00,137.79,AUD
tx100217,2024-03-11T04:27:00+00:00,3343.91,EUR
tx100218,2024-04-04T08:38:00+00:00,3672.55,JPY
tx100219,2024-01-05T17:33:00+00:00,4176.67,AUD
tx100220,2024-01-23T13:28:00+00:00,3902.03,USD
tx100221,2024-02-17T11:07:00+00:00,4624.42,EUR
tx100222,2024-04-18T12:58:00+00:00,3775.28,EUR
tx100223,2024-02-14T11:41:00+00:00,2965.59,USD
tx100224,2024-04-02T10:15:00+00:00,4538.54,JPY
tx100225,2024-02-01T04:16:00+00:00,2588.17,CAD
tx100226,2024-01-11T16:44:00+00:00,4740.64,USD
tx100227,2024-02-05T16:34:00+00:00,2291.31,GBP
tx100228,2024-04-01T19:24:00+00:00,927.35,CAD
tx100229,2024-01-03T13:56:00+00:00,4813.05,GBP
tx100230,2024-04-20T02:37:00+00:00,635.18,JPY
tx100231,2024-02-20T00:49:00+00:00,3343.58,JPY
tx100232,2024-02-10T23:40:00+00:00,2226.39,GBP
tx100233,2024-03-02T07:16:00+00:00,3861.29,CAD
tx100234,2024-04-05T03:09:00+00:00,2296.24,GBP
tx100235,2024-04-06T09:44:00+00:00,2761.42,CAD
tx100236,2024-04-25T20:57:00+00:00,3353.68,CAD
tx100237,2024-04-26T00:37:00+00:00,931.71,EUR
tx100238,2024-03-29T08:04:00+00:00,1999.65,USD
tx100239,2024-03-28T10:21:00+00:00,4764.96,GBP
tx100240,2024-04-21T15:26:00+00:00,4739.42,AUD
tx100241,2024-02-03T06:02:00+00:00,274.58,AUD
tx100242,2024-04-11T08:46:00+00:00,3605.75,AUD
tx100243,2024-01-09T13:02:00+00:00,271.58,USD
tx100244,2024-03-25T11:22:00+00:00,701.77,GBP
tx100245,2024-01-10T03:42:00+00:00,3084.63,JPY
tx100246,2024-01-02T16:15:00+00:00,4283.20,EUR
tx100247,2024-01-05T06:03:00+00:00,3897.12,EUR
tx100248,2024-03-14T21:44:00+00:00,2269.92,GBP
tx100249,2024-02-22T12:35:00+00:00,3477.98,AUD
tx100250,2024-02-15T17:25:00+00:00,1315.15,GBP
tx100251,2024-01-24T22:57:00+00:00,2623.89,JPY
tx100252,2024-03-07T16:42:00+00:00,3664.97,CAD
tx100253,2024-03-09T00:23:00+00:00,1276.87,CAD
tx100254,2024-03-19T01:48:00+00:00,2504.63,CAD
tx100255,2024-04-26T20:56:00+00:00,1891.74,JPY
tx100256,2024-04-11T02:58:00+00:00,304.92,CAD
tx100257,2024-01-26T17:35:00+00:00,2619.51,EUR
tx100258,2024-04-13T04:59:00+00:00,3642.09,CAD
tx100259,2024-03-26T13:15:00+00:00,913.77,JPY
tx100260,2024-01-19T18:11:00+00:00,4069.98,USD
tx100261,2024-01-18T14:54:00+00:00,1967.62,JPY
tx100262,2024-01-02T18:19:00+00:00,2521.42,GBP
tx100263,2024-02-13T04:23:00+00:00,872.27,EUR
tx100264,2024-02-14T18:03:00+00:00,1972.42,CAD
tx100265,2024-02-16T22:31:00+00:00,48.50,USD
tx100266,2024-03-29T01:27:00+00:00,3464.74,GBP
tx100267,2024-03-10T12:05:00+00:00,1718.65,USD
tx100268,2024-02-04T12:26:00+00:00,2194.44,JPY
tx100269,2024-01-06T01:56:00+00:00,209.58,JPY
tx100270,2024-01-17T20:13:00+00:00,2385.07,CAD
tx100271,2024-02-28T10:43:00+00:00,118.66,JPY
tx100272,2024-03-01T01:58:00+00:00,3154.76,AUD
tx100273,2024-03-14T01:58:00+00:00,3676.68,USD
tx100274,2024-01-24T14:01:00+00:00,4136.65,USD
tx100275,2024-04-07T11:39:00+00:00,2986.83,JPY
tx100276,2024-01-09T00:47:00+00:00,1910.91,AUD
tx100277,2024-04-06T17:51:00+00:00,479.74,EUR
tx100278,2024-03-15T09:37:00+00:00,3919.93,AUD
tx100279,2024-03-15T03:45:00+00:00,1321.46,CAD
tx100280,2024-01-14T12:12:00+00:00,2204.41,CAD
tx100281,2024-03-02T10:28:00+00:00,4128.32,AUD
tx100282,2024-01-17T22:08:00+00:00,2128.09,CAD
tx100283,2024-01-02T09:53:00+00:00,3620.89,AUD
tx100284,2024-04-25T09:55:00+00:00,113.23,GBP
tx100285,2024-03-02T05:10:00+00:00,1848.48,CAD
tx100286,2024-03-02T13:44:00+00:00,2120.39,JPY
tx100287,2024-01-14T00:03:00+00:00,2119.56,AUD
tx100288,2024-01-20T14:53:00+00:00,3673.05,USD
tx100289,2024-01-04T02:22:00+00:00,1542.23,CAD
tx100290,2024-03-17T18:04:00+00:00,4645.78,JPY
tx100291,2024-02-01T05:58:00+00:00,4471.42,EUR
tx100292,2024-01-15T20:21:00+00:00,1238.02,EUR
tx100293,2024-04-17T07:21:00+00:00,127.70,EUR
tx100294,2024-02-14T08:18:00+00:00,1866.57,USD
tx100295,2024-03-04T10:55:00+00:00,1370.90,USD
tx100296,2024-03-28T02:39:00+00:00,2696.12,AUD
tx100297,2024-04-16T20:23:00+00:00,3961.87,EUR
tx100298,2024-04-19T20:22:00+00:00,2235.57,GBP
tx100299,2024-04-18T19:09:00+00:00,3056.00,EUR
tx100300,2024-01-28T00:04:00+00:00,662.59,JPY
tx100301,2024-02-28T08:14:00+00:00,2837.91,CAD
tx100302,2024-01-09T21:44:00+00:00,2678.13,GBP
tx100303,2024-01-11T16:56:00+00:00,2204.02,GBP
tx100304,2024-03-04T18:36:00+00:00,4402.28,CAD
tx100305,2024-01-13T14:09:00+00:00,2048.19,GBP
tx100306,2024-01-19T00:46:00+00:00,2420.72,CAD
tx100307,2024-01-14T06:58:00+00:00,240.07,CAD
tx100308,2024-03-23T08:52:00+00:00,892.63,AUD
tx100309,2024-04-11T21:32:00+00:00,2124.75,AUD
tx100310,2024-04-25T14:21:00+00:00,2658.40,USD
tx100311,2024-03-31T11:44:00+00:00,185.59,AUD
tx100312,2024-01-19T19:31:00+00:00,1437.06,CAD
tx100313,2024-04-18T23:13:00+00:00,2152.56,AUD
tx100314,2024-03-10T19:09:00+00:00,3479.54,USD
tx100315,2024-02-05T14:57:00+00:00,275.04,USD
tx100316,2024-04-06T14:48:00+00:00,4043.77,CAD
tx100317,2024-04-12T04:46:00+00:00,2625.58,GBP
tx100318,2024-03-29T23:48:00+00:00,4428.60,JPY
tx100319,2024-01-03T13:28:00+00:00,3978.58,AUD
tx100320,2024-02-17T20:30:00+00:00,1479.53,JPY
tx100321,2024-04-14T23:40:00+00:00,2509.36,CAD
tx100322,2024-01-27T18:17:00+00:00,1781.36,JPY
tx100323,2024-02-26T11:46:00+00:00,2137.91,JPY
tx100324,2024-04-20T05:07:00+00:00,4538.03,AUD
tx100325,2024-04-06T15:15:00+00:00,3745.31,AUD
tx100326,2024-02-18T10:07:00+00:00,35.27,CAD
tx100327,2024-02-20T14:04:00+00:00,2701.48,CAD
tx100328,2024-03-02T13:48:00+00:00,3832.18,CAD
tx100329,2024-02-10T10:14:00+00:00,633.38,AUD
tx100330,2024-02-15T17:36:00+00:00,4923.24,USD
tx100331,2024-02-16T20:22:00+00:00,1442.48,AUD
tx100332,2024-04-15T01:31:00+00:00,1012.82,EUR
tx100333,2024-01-08T11:55:00+00:00,4542.32,GBP
tx100334,2024-03-29T22:38:00+00:00,3011.35,GBP
tx100335,2024-01-30T00:24:00+00:00,1435.03,GBP
tx100336,2024-02-11T00:39:00+00:00,2225.54,AUD
tx100337,2024-04-26T23:33:00+00:00,605.23,AUD
tx100338,2024-03-05T17:28:00+00:00,4069.22,CAD
tx100339,2024-03-27T14:43:00+00:00,1453.06,GBP
tx100340,2024-04-10T08:25:00+00:00,2487.21,EUR
tx100341,2024-02-01T21:55:00+00:00,3775.41,GBP
tx100342,2024-03-06T03:35:00+00:00,2983.71,JPY
tx100343,2024-01-04T16:52:00+00:00,700.03,AUD
tx100344,2024-02-24T13:51:00+00:00,636.09,JPY
tx100345,2024-04-15T22:28:00+00:00,4162.74,GBP
tx100346,2024-03-11T19:53:00+00:00,4037.78,JPY
tx100347,2024-03-26T21:36:00+00:00,3501.41,USD
tx100348,2024-02-19T04:10:00+00:00,35.14,EUR
tx100349,2024-03-24T23:36:00+00:00,3179.81,GBP
tx100350,2024-03-18T10:26:00+00:00,1059.71,AUD
tx100351,2024-03-02T19:40:00+00:00,2840.83,GBP
tx100352,2024-02-13T04:53:00+00:00,1347.27,AUD
tx100353,2024-01-02T14:45:00+00:00,1784.04,JPY
tx100354,2024-01-20T02:00:00+00:00,1089.32,USD
tx100355,2024-03-26T23:11:00+00:00,1590.38,USD
tx100356,2024-01-21T23:54:00+00:00,3229.56,JPY
tx100357,2024-03-26T20:41:00+00:00,4207.83,EUR
tx100358,2024-02-20T08:52:00+00:00,3597.63,USD
tx100359,2024-04-21T09:40:00+00:00,4383.54,AUD
tx100360,2024-04-15T06:13:00+00:00,761.18,CAD
tx100361,2024-03-07T12:56:00+00:00,494.16,USD
tx100362,2024-01-04T21:58:00+00:00,3390.00,USD
tx100363,2024-01-24T09:37:00+00:00,2590.06,AUD
tx100364,2024-01-30T10:27:00+00:00,2617.61,AUD
tx100365,2024-01-27T09:13:00+00:00,377.08,EUR
tx100366,2024-03-08T19:29:00+00:00,3230.88,EUR
tx100367,2024-04-18T11:15:00+00:00,2862.29,JPY
tx100368,2024-01-05T21:53:00+00:00,4017.00,USD
tx100369,2024-01-13T00:56:00+00:00,2139.08,AUD
tx100370,2024-04-23T10:47:00+00:00,2432.01,EUR
tx100371,2024-03-08T01:41:00+00:00,2853.31,GBP
tx100372,2024-03-15T05:46:00+00:00,4487.31,GBP
tx100373,2024-01-16T05:07:00+00:00,1145.65,JPY
tx100374,2024-03-20T04:34:00+00:00,516.07,AUD
tx100375,2024-03-06T07:52:00+00:00,1281.56,EUR
tx100376,2024-04-28T05:24:00+00:00,1408.02,CAD
tx100377,2024-04-06T13:13:00+00:00,603.45,JPY
tx100378,2024-04-01T08:41:00+00:00,3044.82,EUR
tx100379,2024-04-08T18:28:00+00:00,624.53,CAD
tx100380,2024-04-09T04:03:00+00:00,1705.81,JPY
tx100381,2024-04-17T05:09:00+00:00,1076.66,AUD
tx100382,2024-04-04T22:08:00+00:00,1808.93,EUR
tx100383,2024-03-12T11:58:00+00:00,2109.27,USD
tx100384,2024-01-15T02:07:00+00:00,4871.86,JPY
tx100385,2024-02-02T07:09:00+00:00,1247.92,EUR
tx100386,2024-03-14T11:50:00+00:00,1062.94,USD
tx100387,2024-03-21T22:02:00+00:00,1754.90,EUR
tx100388,2024-02-19T01:25:00+00:00,2836.16,CAD
tx100389,2024-03-11T15:49:00+00:00,3069.50,JPY
tx100390,2024-01-14T05:24:00+00:00,282.17,GBP
tx100391,2024-03-13T06:18:00+00:00,542.27,AUD
tx100392,2024-04-19T09:52:00+00:00,3155.24,JPY
tx100393,2024-01-14T13:50:00+00:00,200.04,CAD
tx100394,2024-04-21T13:08:00+00:00,232.81,CAD
tx100395,2024-02-13T10:59:00+00:00,2361.57,USD
tx100396,2024-02-19T21:07:00+00:00,890.45,JPY
tx100397,2024-03-05T20:50:00+00:00,3683.18,JPY
tx100398,2024-01-29T16:26:00+00:00,2799.51,CAD
tx100399,2024-03-23T12:30:00+00:00,4642.58,GBP
tx100400,2024-04-07T04:42:00+00:00,2269.67,CAD
tx100401,2024-01-20T05:45:00+00:00,171.73,JPY
tx100402,2024-01-10T19:12:00+00:00,2422.09,USD
tx100403,2024-02-09T10:48:00+00:00,601.61,GBP
tx100404,2024-04-19T07:27:00+00:00,1049.22,JPY
tx100405,2024-01-25T17:38:00+00:00,1685.11,GBP
tx100406,2024-01-04T17:28:00+00:00,4802.93,GBP
tx100407,2024-03-03T14:07:00+00:00,917.14,EUR
tx100408,2024-03-21T06:53:00+00:00,4900.57,CAD
tx100409,2024-02-24T09:11:00+00:00,1821.22,EUR
tx100410,2024-03-13T22:29:00+00:00,629.05,USD
tx100411,2024-01-08T17:38:00+00:00,4045.35,JPY
tx100412,2024-04-03T06:38:00+00:00,2648.08,JPY
tx100413,2024-04-20T15:01:00+00:00,1934.11,GBP
tx100414,2024-03-11T12:12:00+00:00,4403.67,USD
tx100415,2024-02-24T10:53:00+00:00,4223.73,USD
tx100416,2024-03-28T10:38:00+00:00,3988.93,EUR
tx100417,2024-02-06T19:21:00+00:00,950.33,EUR
tx100418,2024-03-21T08:19:00+00:00,4328.08,USD
tx100419,2024-04-17T17:07:00+00:00,262.78,AUD
tx100420,2024-01-19T21:08:00+00:00,3823.73,CAD
tx100421,2024-03-27T06:39:00+00:00,3531.43,AUD
tx100422,2024-02-03T09:44:00+00:00,1289.58,USD
tx100423,2024-04-15T15:25:00+00:00,2429.93,USD
tx100424,2024-03-19T15:55:00+00:00,1306.88,CAD
tx100425,2024-01-26T23:29:00+00:00,1889.20,EUR
tx100426,2024-03-03T23:18:00+00:00,3273.73,CAD
tx100427,2024-04-20T15:12:00+00:00,2626.93,GBP
tx100428,2024-02-21T20:27:00+00:00,891.00,USD
tx100429,2024-01-22T21:58:00+00:00,3186.81,USD
tx100430,2024-02-18T17:35:00+00:00,4501.65,AUD
tx100431,2024-03-09T01:22:00+00:00,1021.33,EUR
tx100432,2024-03-30T16:15:00+00:00,502.12,JPY
tx100433,2024-01-05T10:12:00+00:00,4660.85,GBP
tx100434,2024-04-26T18:27:00+00:00,2107.19,JPY
tx100435,2024-02-04T02:05:00+00:00,1263.22,USD
tx100436,2024-02-05T07:47:00+00:00,904.45,CAD
tx100437,2024-03-26T14:18:00+00:00,3684.20,CAD
tx100438,2024-03-17T23:48:00+00:00,1829.36,JPY
tx100439,2024-04-01T01:52:00+00:00,1267.46,AUD
tx100440,2024-04-05T14:13:00+00:00,3102.85,GBP
tx100441,2024-01-16T08:23:00+00:00,505.61,GBP
tx100442,2024-02-26T22:32:00+00:00,3021.33,JPY
tx100443,2024-02-01T17:36:00+00:00,1311.69,CAD
tx100444,2024-02-11T15:58:00+00:00,4705.38,GBP
tx100445,2024-02-24T10:28:00+00:00,4432.94,USD
tx100446,2024-04-13T19:41:00+00:00,4768.46,EUR
tx100447,2024-01-12T22:23:00+00:00,3228.30,AUD
tx100448,2024-02-17T13:48:00+00:00,2310.47,USD
tx100449,2024-02-03T15:19:00+00:00,4325.91,JPY
tx100450,2024-04-22T21:43:00+00:00,3800.39,USD
tx100451,2024-02-01T02:32:00+00:00,297.38,USD
tx100452,2024-03-28T02:21:00+00:00,2632.40,CAD
tx100453,2024-03-09T12:00:00+00:00,2923.79,JPY
tx100454,2024-04-01T05:25:00+00:00,4264.71,AUD
tx100455,2024-03-01T02:59:00+00:00,1454.56,CAD
